iter	Logloss
314	0.1932412849
315	0.1931745585
316	0.1930615785
317	0.1929115599
318	0.192821995
319	0.1926591512
320	0.1925358001
321	0.1923688071
322	0.192278406
323	0.1921758617
324	0.1920528627
325	0.191985358
326	0.1918921019
327	0.1917786171
328	0.1916396071
329	0.191562541
330	0.1914720842
331	0.1913703731
332	0.1913226884
333	0.1912366145
334	0.1911336971
335	0.191022495
336	0.1909268455
337	0.1908461032
338	0.1907482196
339	0.1905962601
340	0.1905123955
341	0.1903946944
342	0.190257349
343	0.1901413375
344	0.1900424704
345	0.1899335015
346	0.1897965672
347	0.1896967432
348	0.1896179013
349	0.1894892755
350	0.1894106319
351	0.1893379623
352	0.1892294592
353	0.1891167073
354	0.1890140808
355	0.1888941158
356	0.1887981605
357	0.1887286005
358	0.188616232
359	0.188536819
360	0.1884317547
361	0.1883220758
362	0.188230448
363	0.1881112716
364	0.1880470031
365	0.1879702623
366	0.1878844207
367	0.1877577573
368	0.1876860831
369	0.1876024008
370	0.187545769
371	0.1874742343
372	0.187359307
373	0.187283558
374	0.1872075659
375	0.1870918676
376	0.1869814963
377	0.186854593
378	0.1867840183
379	0.1867016516
380	0.186635669
381	0.1865653363
382	0.1864961539
383	0.1864229142
384	0.1863754954
385	0.1863044353
386	0.1862078313
387	0.1861225681
388	0.1860142936
389	0.1859783904
390	0.185882695
391	0.1857574134
392	0.185666099
393	0.1855880599
394	0.1854823458
395	0.1854377232
396	0.1853818911
397	0.1853195537
398	0.1852687728
399	0.1852020797
400	0.1851380769
401	0.1850541472
402	0.1849947269
403	0.1849371936
404	0.1849045464
405	0.184816483
406	0.1847475615
407	0.1846762656
408	0.1845669425
409	0.1844790194
410	0.1843638569
411	0.1842973887
412	0.1842443967
413	0.184193794
414	0.1841441005
415	0.1840443
416	0.1839511076
417	0.1838639443
418	0.1838133483
419	0.1836866097
420	0.1836320098
421	0.1835765423
422	0.1835098994
423	0.1834731422
424	0.1834177791
425	0.1833550653
426	0.1832439544
427	0.1831797356
428	0.183107879
429	0.1830349213
430	0.1830013965
431	0.1829528552
432	0.1828760983
433	0.1827980787
434	0.1827294084
435	0.1827019465
436	0.182643274
437	0.1825977311
438	0.1825131032
439	0.1824550935
440	0.1824093194
441	0.1823148561
442	0.1822283533
443	0.1821572742
444	0.182071827
445	0.1820183589
446	0.1819734431
447	0.1819205788
448	0.1818304088
449	0.1817537256
450	0.1816693718
451	0.1816109313
452	0.181561622
453	0.1814846014
454	0.181399877
455	0.1812935453
456	0.1812372859
457	0.1811881037
458	0.1810701801
459	0.1809935835
460	0.1809498686
461	0.1809074104
462	0.1808492702
463	0.180786707
464	0.1806951112
465	0.1806704784
466	0.1805779248
467	0.1805149253
468	0.1804677096
469	0.180400946
470	0.1803257559
471	0.1802603272
472	0.1801962519
473	0.1801423938
474	0.1800782559
475	0.1800310081
476	0.1799819703
477	0.1798939975
478	0.1798160853
479	0.1797682339
480	0.1797090582
481	0.179642824
482	0.1795855863
483	0.1795311201
484	0.1794412171
485	0.1793900499
486	0.1793239142
487	0.1792385337
488	0.17917246
489	0.1790893967
490	0.1790109304
491	0.1789279931
492	0.1788851294
493	0.1788269415
494	0.1787615038
495	0.1787238439
496	0.1786797043
497	0.1786083124
498	0.1785596215
499	0.1784828326
500	0.1784369233
501	0.1783934433
502	0.1783514125
503	0.1782094004
504	0.1781154606
505	0.1780722716
506	0.1780074774
507	0.1779409065
508	0.1778988114
509	0.1778514336
510	0.1778187801
511	0.1777797259
512	0.1777061397
513	0.1776111299
514	0.1775585145
515	0.1774955036
516	0.1774113574
517	0.1773659021
518	0.1773139971
519	0.1772427698
520	0.1771869047
521	0.177145114
522	0.1770731131
523	0.1770213172
524	0.1769584537
525	0.1769107099
526	0.176851041
527	0.1768156698
528	0.1767618145
529	0.1766971954
530	0.1766480138
531	0.1765806996
532	0.1765389421
533	0.1764739424
534	0.176428863
535	0.1763572745
536	0.1762991464
537	0.1762636614
538	0.1762191977
539	0.1761779131
540	0.1761458667
541	0.176089839
542	0.1760119362
543	0.175953941
544	0.1758840154
545	0.1758130884
546	0.1757627313
547	0.1757260025
548	0.1756831038
549	0.1756167272
550	0.1755636685
551	0.175522942
552	0.1754834653
553	0.175376004
554	0.1752936802
555	0.1752545459
556	0.1752093054
557	0.1751761762
558	0.1750660175
559	0.1750182778
560	0.1749594419
561	0.1749274287
562	0.1748677389
563	0.1748059512
564	0.1747628866
565	0.1747297348
566	0.1746660659
567	0.1746292165
568	0.1745611129
569	0.1745095926
570	0.1744548937
571	0.1743887937
572	0.1743275084
573	0.1742848402
574	0.1742304039
575	0.1742009161
576	0.1741376597
577	0.1740891507
578	0.1740375153
579	0.173983276
580	0.1739488662
581	0.1739135328
582	0.1739060643
583	0.1738361906
584	0.17375311
585	0.1737410659
586	0.1736648227
587	0.1735998001
588	0.1735570539
589	0.1735141402
590	0.1734408742
591	0.1733954982
592	0.1733523402
593	0.173291762
594	0.1732509544
595	0.1731994136
596	0.1731303628
597	0.1730979162
598	0.1730484419
599	0.1730144461
600	0.1729673093
601	0.1729188353
602	0.1728826367
603	0.1728494703
604	0.1728111167
605	0.1727771307
606	0.1727133154
607	0.172659828
608	0.1726390153
609	0.1725654987
610	0.1725090655
611	0.1724704763
612	0.1724360053
613	0.172383531
614	0.1723147864
615	0.1722676893
616	0.1721781753
617	0.1721136077
618	0.1720536612
619	0.172015585
620	0.1719522998
621	0.1719205445
622	0.1718882669
623	0.1718433155
624	0.1717905995
625	0.1717281256
626	0.1716814932
627	0.1716367733
628	0.1715998131
629	0.1715553137
630	0.1715005485
631	0.1714374357
632	0.1713965904
633	0.1713507835
634	0.1713173605
635	0.1712525644
636	0.171192498
637	0.1711121178
638	0.1710510305
639	0.1710146901
640	0.1709725172
641	0.1709186158
642	0.1708703662
643	0.1708341475
644	0.1707990564
645	0.1707632077
646	0.1706922056
647	0.1706253192
648	0.1705618684
649	0.1705254766
650	0.170496369
651	0.1704591334
652	0.1704098921
653	0.1703626393
654	0.170317448
655	0.1702781409
656	0.1702361632
657	0.17019297
658	0.1701374841
659	0.1701010853
660	0.1700448145
661	0.1700119691
662	0.1699701086
663	0.1699217484
664	0.1698509615
665	0.1697694669
666	0.1697226124
667	0.1696718579
668	0.1696192434
669	0.1695694305
670	0.1695090497
671	0.1694685447
672	0.1694200535
673	0.1693618477
674	0.1693233462
675	0.1692971921
676	0.1692789095
677	0.1692292265
678	0.1691616036
679	0.1691257126
680	0.1690747719
681	0.1690262615
682	0.1689724517
683	0.1689492177
684	0.1689297288
685	0.168896277
686	0.1688657196
687	0.1688337445
688	0.1688047934
689	0.1687381844
690	0.168681437
691	0.1686181949
692	0.1685744561
693	0.1685382843
694	0.1684960909
695	0.1684456136
696	0.1684221112
697	0.1683589297
698	0.1682939962
699	0.1682620213
700	0.1682339876
701	0.1682018885
702	0.1681590922
703	0.1681201298
704	0.1680829057
705	0.1680500351
706	0.1680024721
707	0.1679727794
708	0.1679380156
709	0.1678900799
710	0.1678219385
711	0.1678098762
712	0.1677504533
713	0.167717796
714	0.1676576066
715	0.1675870806
716	0.1675224208
717	0.1674798693
718	0.1674406546
719	0.1673869438
720	0.1673707967
721	0.1673378405
722	0.1672759988
723	0.1672118005
724	0.1671589622
725	0.1671270202
726	0.1671029979
727	0.1670535566
728	0.1669997278
729	0.1669689633
730	0.1669276027
731	0.1668832525
732	0.1668439689
733	0.1667869551
734	0.1667376417
735	0.166705665
736	0.1666689067
737	0.1665977625
738	0.1665411932
739	0.1665105799
740	0.1664521283
741	0.166404505
742	0.1663242924
743	0.1662609224
744	0.166213334
745	0.1661695246
746	0.1661230509
747	0.1660667425
748	0.166043758
749	0.1660226471
750	0.1659801669
751	0.1659169488
752	0.1658899888
753	0.1658428459
754	0.1658051348
755	0.1657369595
756	0.1656773348
757	0.165636013
758	0.1655865178
759	0.1655774539
760	0.1655420564
761	0.1655327185
762	0.1654914457
763	0.1654494089
764	0.1653948389
765	0.1653078175
766	0.1652514504
767	0.1652042721
768	0.1651553261
769	0.1651244426
770	0.1650839939
771	0.1650142708
772	0.164956932
773	0.1649078833
774	0.164874216
775	0.1648383002
776	0.1647892857
777	0.164696961
778	0.1646338284
779	0.164609558
780	0.1645723595
781	0.1645357145
782	0.1645084296
783	0.1644547584
784	0.1644035959
785	0.1643705769
786	0.1643014819
787	0.1642534387
788	0.1642215737
789	0.1641747615
790	0.1641289788
791	0.1641212696
792	0.1640669506
793	0.1640200595
794	0.1639682402
795	0.1639344427
796	0.1639137101
797	0.1638860177
798	0.1638463364
799	0.1638015058
800	0.1637929431
801	0.1637559205
802	0.1637247489
803	0.1636751441
804	0.1636680425
805	0.1636253408
806	0.163597758
807	0.1635577263
808	0.1635142558
809	0.1634680125
810	0.1634593812
811	0.1634143936
812	0.1633862466
813	0.163351179
814	0.1632846339
815	0.1632401289
816	0.1632157081
817	0.1631700102
818	0.1631505144
819	0.1631197756
820	0.1630721363
821	0.1630410646
822	0.1630076898
823	0.16296823
824	0.1629426614
825	0.1629057647
826	0.1628925795
827	0.1628781366
828	0.1628372177
829	0.1627873343
830	0.1627451865
831	0.162712724
832	0.1626523306
833	0.1626081332
834	0.1625618876
835	0.1625279714
836	0.162489136
837	0.1624539427
838	0.1624314356
839	0.1623808336
840	0.1623746814
841	0.1623234564
842	0.1622816238
843	0.1622516201
844	0.1622295958
845	0.1622223971
846	0.1621950833
847	0.16218756
848	0.1621553222
849	0.1621038731
850	0.1620589727
851	0.1620345184
852	0.1620243338
853	0.1619751669
854	0.1619241996
855	0.1619155817
856	0.1618771701
857	0.1618715882
858	0.1618366792
859	0.1618019442
860	0.1617552636
861	0.161707688
862	0.1616566364
863	0.1615969005
864	0.1615873942
865	0.1615535536
866	0.1615067776
867	0.1614382086
868	0.1613822616
869	0.1613327335
870	0.1612824654
871	0.1612292762
872	0.1611875962
873	0.1611569936
874	0.1610989398
875	0.161046313
876	0.1610122792
877	0.1609678055
878	0.1609402399
879	0.1608911173
880	0.160857377
881	0.1608257111
882	0.1608033634
883	0.160771233
884	0.1607238557
885	0.1606982923
886	0.1606734823
887	0.1606176506
888	0.1605822008
889	0.1605189409
890	0.1604867241
891	0.1604583213
892	0.1604457874
893	0.1603859582
894	0.160359204
895	0.1603330179
896	0.1602847322
897	0.1602257717
898	0.1601359913
899	0.1600959148
900	0.1600400806
901	0.16002353
902	0.1599629241
903	0.1599261324
904	0.1598855649
905	0.1598195531
906	0.1597916894
907	0.1597718898
908	0.1597585322
909	0.1597361638
910	0.1597018923
911	0.1596776427
912	0.1596544814
913	0.1595916944
914	0.1595589219
915	0.1595217671
916	0.159490448
917	0.1594486543
918	0.1594308826
919	0.1593739617
920	0.1593396855
921	0.1593088923
922	0.1592916333
923	0.1592643829
924	0.1592483066
925	0.1592025307
926	0.1591485198
927	0.159111105
928	0.1590603718
929	0.1590134002
930	0.158989129
931	0.158958856
932	0.1589200007
933	0.1588917772
934	0.1588680551
935	0.1588301777
936	0.1587971477
937	0.1587510824
938	0.158704354
939	0.1586561998
940	0.1586350454
941	0.1585966957
942	0.1585922761
943	0.1585423141
944	0.1585115002
945	0.1585012743
946	0.1584597802
947	0.1583986748
948	0.1583597937
949	0.1582977943
950	0.1582730725
951	0.1582207846
952	0.158184089
953	0.1581612627
954	0.1581187455
955	0.1580835309
956	0.1580619225
957	0.158035936
958	0.1580060328
959	0.1579738257
960	0.1579457624
961	0.1579066635
962	0.1578590517
963	0.1578072829
964	0.1577777997
965	0.1577639079
966	0.1577063758
967	0.1576707641
968	0.157640473
969	0.157589222
970	0.1575401243
971	0.1575216601
972	0.1575044523
973	0.1574759585
974	0.1574336846
975	0.1574068419
976	0.1573693079
977	0.15733695
978	0.1572956444
979	0.1572499438
980	0.1572254921
981	0.1571912701
982	0.1571490664
983	0.1571200797
984	0.1570775632
985	0.1570122945
986	0.1569611056
987	0.1569344162
988	0.1569238624
989	0.1568935413
990	0.1568502905
991	0.1567689509
992	0.156732152
993	0.156716646
994	0.1566803704
995	0.1566323668
996	0.1565901693
997	0.1565595525
998	0.1565304596
999	0.1565011081
